0.312243	0.58034	5.19994	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.77318	0.587491	5.1097	1.22883	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.11161	0.554441	5.17993	1.05193	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.33152	0.55512	4.91495	0.919252	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.60321	0.60848	4.94078	0.858455	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.85858	0.600036	5.12608	0.541111	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.13347	0.630884	5.14396	0.501272	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.35798	0.659603	5.10311	0.564112	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.62162	0.682915	5.11819	0.51308	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.89173	0.677044	5.17116	0.343662	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.12424	0.682567	5.15148	0.285976	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.41003	0.603501	5.20277	-0.174125	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.70912	0.525243	5.22048	-0.569028	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.98775	0.565926	5.28401	-0.331445	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.26027	0.55557	5.29035	-0.365512	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.52244	0.578416	5.28296	-0.260358	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71953	0.658793	5.20594	0.0617728	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.97528	0.651736	5.18098	-0.00287865	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.27548	0.649693	5.22484	-0.0277614	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.53363	0.65657	5.23629	-0.00738775	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.82704	0.671383	5.26819	0.0298463	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.07281	0.602697	5.23391	-0.21851	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.33427	0.703853	5.22866	0.108604	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.58834	0.731563	5.20904	0.170187	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.83937	0.732104	5.20122	0.147933	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.08842	0.71495	5.16932	0.0703659	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.31687	0.795576	5.12979	0.278569	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.60195	0.808449	5.17227	0.285978	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.85378	0.790569	5.17036	0.208877	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.10838	0.807355	5.14896	0.223745	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.34987	0.82659	5.13277	0.24827	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.61286	0.910916	5.1451	0.435833	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.85236	0.970661	5.11854	0.543869	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.13616	1.00834	5.14432	0.588076	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.3752	1.04368	5.12335	0.624475	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64937	1.11319	5.13379	0.735666	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.91852	1.23973	5.11259	0.96995	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1719	1.32663	5.07286	1.09776	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.4008	1.41023	5.02791	1.20675	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.641	1.49531	4.97094	1.31424	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8717	1.53295	4.95309	1.30399	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1337	1.58459	4.96333	1.31776	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.4087	1.63379	4.98518	1.32069	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6448	1.69434	4.95334	1.35514	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8779	1.76175	4.92781	1.39878	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.129	1.8489	4.9225	1.47437	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.373	1.88261	4.92405	1.43082	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6248	1.94286	4.93355	1.44	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8285	2.07592	4.85418	1.61782	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0864	2.1765	4.86444	1.69314	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.2912	2.31727	4.78147	1.86544	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4824	2.46354	4.65821	2.04832	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7277	2.57919	4.63814	2.1306	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9495	2.6936	4.5889	2.21121	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1752	2.84525	4.53006	2.35471	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4194	2.94967	4.54518	2.37364	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6293	3.0314	4.51796	2.36373	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8561	3.17611	4.48869	2.46325	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0597	3.36497	4.39037	2.65527	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2721	3.52665	4.31351	2.78133	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.4815	3.71229	4.23023	2.93584	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.6946	3.84531	4.19685	2.97538	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9135	3.99219	4.16369	3.03297	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1122	4.15729	4.07164	3.13829	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.3078	4.35085	3.98279	3.27229	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5171	4.51116	3.948	3.32652	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6964	4.68532	3.86284	3.41206	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8543	4.88791	3.67756	3.57406	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0191	5.10932	3.54785	3.72081	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1895	5.28831	3.45165	3.79148	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.3517	5.47348	3.36271	3.85796	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5076	5.65684	3.249	3.92765	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.7045	5.789	3.26602	3.88521	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8452	5.99937	3.10727	3.99797	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0222	6.18368	3.06797	4.03128	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1677	6.39717	2.95693	4.11653	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.2921	6.62498	2.81878	4.21626	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.4205	6.84563	2.68528	4.29975	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5727	6.99446	2.6659	4.26282	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.7173	7.20442	2.61335	4.30325	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
18.9164	7.34671	2.68232	4.23278	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
19.0003	7.57032	2.46908	4.33197	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.0958	7.8133	2.3184	4.42411	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.2118	8.02954	2.23025	4.4652	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.2949	8.24096	2.09699	4.50448	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.3894	8.46048	2.00324	4.53967	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.4872	8.62042	1.94335	4.50169	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.5718	8.84294	1.81313	4.54519	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.7367	9.012	1.8743	4.49549	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.8032	9.24617	1.70386	4.55591	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.9384	9.45381	1.70645	4.55461	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
19.977	9.6909	1.47976	4.61784	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.0701	9.9128	1.41827	4.6352	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.126	10.161	1.3002	4.68271	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.1795	10.4106	1.1741	4.72754	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
20.192	10.6537	0.943885	4.7682	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
20.2555	10.9059	0.856353	4.80216	20.371	11.0109	20.1663	10.864	0.722256	4.7934
20.2828	11.1587	0.721147	4.834	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
